#--------------------------------------------------
# pixels-real.dat -- pixels IDs + coordinates
#
# Kopyleft (K) 2000 J C Gonzalez
# Automatically generated by camera program
#--------------------------------------------------
#
#-- small pixels ----------------------------------
 521 -16   9   7         -13    -6.35085
 521 -17  10   7         -13    -6.35085
 522 -17   7  10         -12     -8.0829
 522 -16   7   9         -12     -8.0829
 522 -17   8   9         -12     -8.0829
 523 -17   5  12         -11    -9.81495
 523 -16   5  11         -11    -9.81495
 523 -17   6  11         -11    -9.81495
 524 -17   3  14         -10     -11.547
 524 -16   3  13         -10     -11.547
 524 -17   4  13         -10     -11.547
 525 -17   1  16          -9    -13.2791
 525 -16   1  15          -9    -13.2791
 525 -17   2  15          -9    -13.2791
 526 -15  -1  16          -7    -14.4338
 526 -16  -1  17          -7    -14.4338
 526 -15  -2  17          -7    -14.4338
 527 -13  -3  16          -5    -14.4338
 527 -14  -3  17          -5    -14.4338
 527 -13  -4  17          -5    -14.4338
 528 -11  -5  16          -3    -14.4338
 528 -12  -5  17          -3    -14.4338
 528 -11  -6  17          -3    -14.4338
 529  -9  -7  16          -1    -14.4338
 529 -10  -7  17          -1    -14.4338
 529  -9  -8  17          -1    -14.4338
 530  -7  -9  16           1    -14.4338
 530  -8  -9  17           1    -14.4338
 530  -7 -10  17           1    -14.4338
 531  -5 -11  16           3    -14.4338
 531  -6 -11  17           3    -14.4338
 531  -5 -12  17           3    -14.4338
 532  -3 -13  16           5    -14.4338
 532  -4 -13  17           5    -14.4338
 532  -3 -14  17           5    -14.4338
 533  -1 -15  16           7    -14.4338
 533  -2 -15  17           7    -14.4338
 533  -1 -16  17           7    -14.4338
 534   1 -17  16           9    -13.2791
 534   2 -17  15           9    -13.2791
 534   1 -16  15           9    -13.2791
 535   3 -17  14          10     -11.547
 535   4 -17  13          10     -11.547
 535   3 -16  13          10     -11.547
 536   5 -17  12          11    -9.81495
 536   6 -17  11          11    -9.81495
 536   5 -16  11          11    -9.81495
 537   7 -17  10          12     -8.0829
 537   8 -17   9          12     -8.0829
 537   7 -16   9          12     -8.0829
 538   9 -17   8          13    -6.35085
 538  10 -17   7          13    -6.35085
 538   9 -16   7          13    -6.35085
 539  11 -17   6          14     -4.6188
 539  12 -17   5          14     -4.6188
 539  11 -16   5          14     -4.6188
 540  13 -17   4          15    -2.88675
 540  14 -17   3          15    -2.88675
 540  13 -16   3          15    -2.88675
 541  15 -17   2          16     -1.1547
 541  16 -17   1          16     -1.1547
 541  15 -16   1          16     -1.1547
 542  19 -17  -2          18      1.1547
 542  18 -17  -1          18      1.1547
 542  19 -18  -1          18      1.1547
 543  19 -15  -4          17     2.88675
 543  18 -15  -3          17     2.88675
 543  19 -16  -3          17     2.88675
 544  19 -13  -6          16      4.6188
 544  18 -13  -5          16      4.6188
 544  19 -14  -5          16      4.6188
 545  19 -11  -8          15     6.35085
 545  18 -11  -7          15     6.35085
 545  19 -12  -7          15     6.35085
 546  19  -9 -10          14      8.0829
 546  18  -9  -9          14      8.0829
 546  19 -10  -9          14      8.0829
 547  19  -7 -12          13     9.81495
 547  18  -7 -11          13     9.81495
 547  19  -8 -11          13     9.81495
 548  19  -5 -14          12      11.547
 548  18  -5 -13          12      11.547
 548  19  -6 -13          12      11.547
 549  19  -3 -16          11     13.2791
 549  18  -3 -15          11     13.2791
 549  19  -4 -15          11     13.2791
 550  19  -1 -18          10     15.0111
 550  18  -1 -17          10     15.0111
 550  19  -2 -17          10     15.0111
 551  17   1 -18           8     16.1658
 551  18   1 -19           8     16.1658
 551  17   2 -19           8     16.1658
 552  15   3 -18           6     16.1658
 552  16   3 -19           6     16.1658
 552  15   4 -19           6     16.1658
 553  13   5 -18           4     16.1658
 553  14   5 -19           4     16.1658
 553  13   6 -19           4     16.1658
 554  11   7 -18           2     16.1658
 554  12   7 -19           2     16.1658
 554  11   8 -19           2     16.1658
 555   9   9 -18           0     16.1658
 555  10   9 -19           0     16.1658
 555   9  10 -19           0     16.1658
 556   7  11 -18          -2     16.1658
 556   8  11 -19          -2     16.1658
 556   7  12 -19          -2     16.1658
 557   5  13 -18          -4     16.1658
 557   6  13 -19          -4     16.1658
 557   5  14 -19          -4     16.1658
 558   3  15 -18          -6     16.1658
 558   4  15 -19          -6     16.1658
 558   3  16 -19          -6     16.1658
 559   1  17 -18          -8     16.1658
 559   2  17 -19          -8     16.1658
 559   1  18 -19          -8     16.1658
 560  -1  19 -18         -10     15.0111
 560  -2  19 -17         -10     15.0111
 560  -1  18 -17         -10     15.0111
 561  -3  19 -16         -11     13.2791
 561  -4  19 -15         -11     13.2791
 561  -3  18 -15         -11     13.2791
 562  -5  19 -14         -12      11.547
 562  -6  19 -13         -12      11.547
 562  -5  18 -13         -12      11.547
 563  -7  19 -12         -13     9.81495
 563  -8  19 -11         -13     9.81495
 563  -7  18 -11         -13     9.81495
 564  -9  19 -10         -14      8.0829
 564 -10  19  -9         -14      8.0829
 564  -9  18  -9         -14      8.0829
 565 -11  19  -8         -15     6.35085
 565 -12  19  -7         -15     6.35085
 565 -11  18  -7         -15     6.35085
 566 -13  19  -6         -16      4.6188
 566 -14  19  -5         -16      4.6188
 566 -13  18  -5         -16      4.6188
 567 -15  19  -4         -17     2.88675
 567 -16  19  -3         -17     2.88675
 567 -15  18  -3         -17     2.88675
 568 -17  19  -2         -18      1.1547
 568 -18  19  -1         -18      1.1547
 568 -17  18  -1         -18      1.1547
 569 -19  17   2         -18     -1.1547
 569 -18  17   1         -18     -1.1547
 569 -19  18   1         -18     -1.1547
 570 -19  15   4         -17    -2.88675
 570 -18  15   3         -17    -2.88675
 570 -19  16   3         -17    -2.88675
 571 -19  13   6         -16     -4.6188
 571 -18  13   5         -16     -4.6188
 571 -19  14   5         -16     -4.6188
 572 -19  11   8         -15    -6.35085
 572 -18  11   7         -15    -6.35085
 572 -19  12   7         -15    -6.35085
 573 -19   9  10         -14     -8.0829
 573 -18   9   9         -14     -8.0829
 573 -19  10   9         -14     -8.0829
 574 -19   7  12         -13    -9.81495
 574 -18   7  11         -13    -9.81495
 574 -19   8  11         -13    -9.81495
 575 -19   5  14         -12     -11.547
 575 -18   5  13         -12     -11.547
 575 -19   6  13         -12     -11.547
 576 -19   3  16         -11    -13.2791
 576 -18   3  15         -11    -13.2791
 576 -19   4  15         -11    -13.2791
 577 -19   1  18         -10    -15.0111
 577 -18   1  17         -10    -15.0111
 577 -19   2  17         -10    -15.0111
 578 -17  -1  18          -8    -16.1658
 578 -18  -1  19          -8    -16.1658
 578 -17  -2  19          -8    -16.1658
 579 -15  -3  18          -6    -16.1658
 579 -16  -3  19          -6    -16.1658
 579 -15  -4  19          -6    -16.1658
 580 -13  -5  18          -4    -16.1658
 580 -14  -5  19          -4    -16.1658
 580 -13  -6  19          -4    -16.1658
 581 -11  -7  18          -2    -16.1658
 581 -12  -7  19          -2    -16.1658
 581 -11  -8  19          -2    -16.1658
 582  -9  -9  18           0    -16.1658
 582 -10  -9  19           0    -16.1658
 582  -9 -10  19           0    -16.1658
 583  -7 -11  18           2    -16.1658
 583  -8 -11  19           2    -16.1658
 583  -7 -12  19           2    -16.1658
 584  -5 -13  18           4    -16.1658
 584  -6 -13  19           4    -16.1658
 584  -5 -14  19           4    -16.1658
 585  -3 -15  18           6    -16.1658
 585  -4 -15  19           6    -16.1658
 585  -3 -16  19           6    -16.1658
 586  -1 -17  18           8    -16.1658
 586  -2 -17  19           8    -16.1658
 586  -1 -18  19           8    -16.1658
 587   1 -19  18          10    -15.0111
 587   2 -19  17          10    -15.0111
 587   1 -18  17          10    -15.0111
 588   3 -19  16          11    -13.2791
 588   4 -19  15          11    -13.2791
 588   3 -18  15          11    -13.2791
 589   5 -19  14          12     -11.547
 589   6 -19  13          12     -11.547
 589   5 -18  13          12     -11.547
 590   7 -19  12          13    -9.81495
 590   8 -19  11          13    -9.81495
 590   7 -18  11          13    -9.81495
 591   9 -19  10          14     -8.0829
 591  10 -19   9          14     -8.0829
 591   9 -18   9          14     -8.0829
 592  11 -19   8          15    -6.35085
 592  12 -19   7          15    -6.35085
 592  11 -18   7          15    -6.35085
 593  13 -19   6          16     -4.6188
 593  14 -19   5          16     -4.6188
 593  13 -18   5          16     -4.6188
 594  15 -19   4          17    -2.88675
 594  16 -19   3          17    -2.88675
 594  15 -18   3          17    -2.88675
 595  17 -19   2          18     -1.1547
 595  18 -19   1          18     -1.1547
 595  17 -18   1          18     -1.1547
#-- shared hexagons section -----------------------
 576000000 -20   2  18 0 0
 575000000 -20   4  16 0 0
 574000000 -20   6  14 0 0
 573000000 -20   8  12 0 0
 572000000 -20  10  10 0 0
 571000000 -20  12   8 0 0
 570000000 -20  14   6 0 0
 569000000 -20  16   4 0 0
 568000000 -20  18   2 0 0
 577000000 -18  -2  20 0 0
 576577000 -18   0  18 0 0
 524575576 -18   2  16 0 0
 523574575 -18   4  14 0 0
 522573574 -18   6  12 0 0
 521572573 -18   8  10 0 0
 520571572 -18  10   8 0 0
 519570571 -18  12   6 0 0
 518569570 -18  14   4 0 0
 517568569 -18  16   2 0 0
 567568000 -18  18   0 0 0
 567000000 -18  20  -2 0 0
 578000000 -16  -4  20 0 0
 525577578 -16  -2  18 0 0
 524525000 -16   0  16 0 0
 478523524 -16   2  14 0 0
 477522523 -16   4  12 0 0
 476521522 -16   6  10 0 0
 475520521 -16   8   8 0 0
 474519520 -16  10   6 0 0
 473518519 -16  12   4 0 0
 472517518 -16  14   2 0 0
 516517000 -16  16   0 0 0
 516566567 -16  18  -2 0 0
 566000000 -16  20  -4 0 0
 579000000 -14  -6  20 0 0
 526578579 -14  -4  18 0 0
 479525526 -14  -2  16 0 0
 478479000 -14   0  14 0 0
 438477478 -14   2  12 0 0
 437476477 -14   4  10 0 0
 436475476 -14   6   8 0 0
 435474475 -14   8   6 0 0
 434473474 -14  10   4 0 0
 433472473 -14  12   2 0 0
 471472000 -14  14   0 0 0
 471515516 -14  16  -2 0 0
 515565566 -14  18  -4 0 0
 565000000 -14  20  -6 0 0
 580000000 -12  -8  20 0 0
 527579580 -12  -6  18 0 0
 480526527 -12  -4  16 0 0
 439479480 -12  -2  14 0 0
 438439000 -12   0  12 0 0
 437438000 -12   2  10 0 0
 436437000 -12   4   8 0 0
 435436000 -12   6   6 0 0
 434435000 -12   8   4 0 0
 433434000 -12  10   2 0 0
 432433000 -12  12   0 0 0
 432470471 -12  14  -2 0 0
 470514515 -12  16  -4 0 0
 514564565 -12  18  -6 0 0
 564000000 -12  20  -8 0 0
 581000000 -10 -10  20 0 0
 528580581 -10  -8  18 0 0
 481527528 -10  -6  16 0 0
 440480481 -10  -4  14 0 0
 439440000 -10  -2  12 0 0
 431432000 -10  12  -2 0 0
 431469470 -10  14  -4 0 0
 469513514 -10  16  -6 0 0
 513563564 -10  18  -8 0 0
 563000000 -10  20 -10 0 0
 582000000  -8 -12  20 0 0
 529581582  -8 -10  18 0 0
 482528529  -8  -8  16 0 0
 441481482  -8  -6  14 0 0
 440441000  -8  -4  12 0 0
 430431000  -8  12  -4 0 0
 430468469  -8  14  -6 0 0
 468512513  -8  16  -8 0 0
 512562563  -8  18 -10 0 0
 562000000  -8  20 -12 0 0
 583000000  -6 -14  20 0 0
 530582583  -6 -12  18 0 0
 483529530  -6 -10  16 0 0
 442482483  -6  -8  14 0 0
 441442000  -6  -6  12 0 0
 429430000  -6  12  -6 0 0
 429467468  -6  14  -8 0 0
 467511512  -6  16 -10 0 0
 511561562  -6  18 -12 0 0
 561000000  -6  20 -14 0 0
 584000000  -4 -16  20 0 0
 531583584  -4 -14  18 0 0
 484530531  -4 -12  16 0 0
 443483484  -4 -10  14 0 0
 442443000  -4  -8  12 0 0
 428429000  -4  12  -8 0 0
 428466467  -4  14 -10 0 0
 466510511  -4  16 -12 0 0
 510560561  -4  18 -14 0 0
 560000000  -4  20 -16 0 0
 585000000  -2 -18  20 0 0
 532584585  -2 -16  18 0 0
 485531532  -2 -14  16 0 0
 444484485  -2 -12  14 0 0
 443444000  -2 -10  12 0 0
 427428000  -2  12 -10 0 0
 427465466  -2  14 -12 0 0
 465509510  -2  16 -14 0 0
 509559560  -2  18 -16 0 0
 559000000  -2  20 -18 0 0
 585586000   0 -18  18 0 0
 532533000   0 -16  16 0 0
 485486000   0 -14  14 0 0
 444445000   0 -12  12 0 0
 426427000   0  12 -12 0 0
 464465000   0  14 -14 0 0
 508509000   0  16 -16 0 0
 558559000   0  18 -18 0 0
 586000000   2 -20  18 0 0
 533586587   2 -18  16 0 0
 486533534   2 -16  14 0 0
 445486487   2 -14  12 0 0
 445446000   2 -12  10 0 0
 425426000   2  10 -12 0 0
 426463464   2  12 -14 0 0
 464507508   2  14 -16 0 0
 508557558   2  16 -18 0 0
 558000000   2  18 -20 0 0
 587000000   4 -20  16 0 0
 534587588   4 -18  14 0 0
 487534535   4 -16  12 0 0
 446487488   4 -14  10 0 0
 446447000   4 -12   8 0 0
 424425000   4   8 -12 0 0
 425462463   4  10 -14 0 0
 463506507   4  12 -16 0 0
 507556557   4  14 -18 0 0
 557000000   4  16 -20 0 0
 588000000   6 -20  14 0 0
 535588589   6 -18  12 0 0
 488535536   6 -16  10 0 0
 447488489   6 -14   8 0 0
 447448000   6 -12   6 0 0
 423424000   6   6 -12 0 0
 424461462   6   8 -14 0 0
 462505506   6  10 -16 0 0
 506555556   6  12 -18 0 0
 556000000   6  14 -20 0 0
 589000000   8 -20  12 0 0
 536589590   8 -18  10 0 0
 489536537   8 -16   8 0 0
 448489490   8 -14   6 0 0
 448449000   8 -12   4 0 0
 422423000   8   4 -12 0 0
 423460461   8   6 -14 0 0
 461504505   8   8 -16 0 0
 505554555   8  10 -18 0 0
 555000000   8  12 -20 0 0
 590000000  10 -20  10 0 0
 537590591  10 -18   8 0 0
 490537538  10 -16   6 0 0
 449490491  10 -14   4 0 0
 449450000  10 -12   2 0 0
 421422000  10   2 -12 0 0
 422459460  10   4 -14 0 0
 460503504  10   6 -16 0 0
 504553554  10   8 -18 0 0
 554000000  10  10 -20 0 0
 591000000  12 -20   8 0 0
 538591592  12 -18   6 0 0
 491538539  12 -16   4 0 0
 450491492  12 -14   2 0 0
 415450000  12 -12   0 0 0
 415416000  12 -10  -2 0 0
 416417000  12  -8  -4 0 0
 417418000  12  -6  -6 0 0
 418419000  12  -4  -8 0 0
 419420000  12  -2 -10 0 0
 420421000  12   0 -12 0 0
 421458459  12   2 -14 0 0
 459502503  12   4 -16 0 0
 503552553  12   6 -18 0 0
 553000000  12   8 -20 0 0
 592000000  14 -20   6 0 0
 539592593  14 -18   4 0 0
 492539540  14 -16   2 0 0
 451492000  14 -14   0 0 0
 415451452  14 -12  -2 0 0
 416452453  14 -10  -4 0 0
 417453454  14  -8  -6 0 0
 418454455  14  -6  -8 0 0
 419455456  14  -4 -10 0 0
 420456457  14  -2 -12 0 0
 457458000  14   0 -14 0 0
 458501502  14   2 -16 0 0
 502551552  14   4 -18 0 0
 552000000  14   6 -20 0 0
 593000000  16 -20   4 0 0
 540593594  16 -18   2 0 0
 493540000  16 -16   0 0 0
 451493494  16 -14  -2 0 0
 452494495  16 -12  -4 0 0
 453495496  16 -10  -6 0 0
 454496497  16  -8  -8 0 0
 455497498  16  -6 -10 0 0
 456498499  16  -4 -12 0 0
 457499500  16  -2 -14 0 0
 500501000  16   0 -16 0 0
 501550551  16   2 -18 0 0
 551000000  16   4 -20 0 0
 594000000  18 -20   2 0 0
 541594000  18 -18   0 0 0
 493541542  18 -16  -2 0 0
 494542543  18 -14  -4 0 0
 495543544  18 -12  -6 0 0
 496544545  18 -10  -8 0 0
 497545546  18  -8 -10 0 0
 498546547  18  -6 -12 0 0
 499547548  18  -4 -14 0 0
 500548549  18  -2 -16 0 0
 549550000  18   0 -18 0 0
 550000000  18   2 -20 0 0
 541000000  20 -18  -2 0 0
 542000000  20 -16  -4 0 0
 543000000  20 -14  -6 0 0
 544000000  20 -12  -8 0 0
 545000000  20 -10 -10 0 0
 546000000  20  -8 -12 0 0
 547000000  20  -6 -14 0 0
 548000000  20  -4 -16 0 0
 549000000  20  -2 -18 0 0
-1
# EOF
