   1.1021457e-14              -90
       37.053058       -88.072514
        58.61628       -85.094259
       76.149815        -81.54938
       91.261304       -77.574761
       104.60346       -73.242945
       116.48161       -68.614932
       127.11051       -63.723853
       136.60823       -58.605017
       145.06127       -53.285151
        152.5314       -47.786432
       159.04991       -42.140025
       164.65672       -36.359887
       169.37162       -30.468239
       173.21476       -24.477783
       176.18615       -18.428522
       178.30865       -12.308773
       179.57774       -6.1610554
             180                0
       179.57774        6.1610554
       178.30865        12.308773
       176.18615        18.428522
       173.21476        24.477783
       169.37162        30.468239
       164.65672        36.359887
       159.04991        42.140025
        152.5314        47.786432
       145.06127        53.285151
       136.60823        58.605017
       127.11051        63.723853
       116.48161        68.614932
       104.60346        73.242945
       91.261304        77.574761
       76.149815         81.54938
        58.61628        85.094259
       37.053058        88.072514
   1.1021457e-14               90
  -1.1021457e-14               90
      -37.053058        88.072514
       -58.61628        85.094259
      -76.149815         81.54938
      -91.261304        77.574761
      -104.60346        73.242945
      -116.48161        68.614932
      -127.11051        63.723853
      -136.60823        58.605017
      -145.06127        53.285151
       -152.5314        47.786432
      -159.04991        42.140025
      -164.65672        36.359887
      -169.37162        30.468239
      -173.21476        24.477783
      -176.18615        18.428522
      -178.30865        12.308773
      -179.57774        6.1610554
            -180                0
      -179.57774       -6.1610554
      -178.30865       -12.308773
      -176.18615       -18.428522
      -173.21476       -24.477783
      -169.37162       -30.468239
      -164.65672       -36.359887
      -159.04991       -42.140025
       -152.5314       -47.786432
      -145.06127       -53.285151
      -136.60823       -58.605017
      -127.11051       -63.723853
      -116.48161       -68.614932
      -104.60346       -73.242945
      -91.261304       -77.574761
      -76.149815        -81.54938
       -58.61628       -85.094259
      -37.053058       -88.072514
  -1.1021457e-14              -90
