-30.3117 64.3600
-29.8525 57.0600
67.6623 -38.2000
60.5378 -38.5800
-30.0070 64.4800
72.4347 45.2400
75.9141 65.0300
49.5241 38.8600
-143.1256 -28.4600
-124.2156 35.8200
-18.9238 44.4300
121.6435 -39.1100
-161.3870 -20.7400
-111.7785 -34.9000
-165.5262 -11.0100
-10.8792 13.3200
10.8546 -52.2500
73.8601 -26.0900
-36.7703 16.9000
37.3239 -77.1800
106.3402 -44.0400
-39.6728 -61.7800
-137.9178 -33.1400
-143.3423 -25.3000
-100.4455 -32.7200
-94.1308 -31.0900
127.1032 28.0200
-150.2578 17.9100
142.5728 32.5600
-135.8480 31.8800
-126.9376 24.3300
118.3943 34.4300
124.6284 44.8200
106.2680 47.9300
106.5281 43.0300
-61.3110 43.6400
-32.3440 78.3800
-18.4917 83.2900
-15.2198 81.6600
-33.3189 60.1000
-44.8065 28.9400
48.0267 64.7600
-2.8166 75.8100
-16.6916 50.2800
-6.6585 40.1400
21.3432 43.4100
17.3547 40.8700
38.0465 46.3800
-7.5433 16.3200
45.1553 42.3400
11.8165 10.8100
67.6540 31.7500
16.4229 -13.2200
-0.7590 -25.3700
-8.1128 -32.6000
33.6095 -24.3800
-5.6447 -40.3800
91.0572 -10.4400
79.9807 -41.2500
